idVariavelAleatoria;AttMatriz;Iteradores;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20
2;residuo_espaco_amostral;01/01/2021;6531.247053;5741.142982;3208.042712;856.0148191;1181.213053;2736.030517;2509.656323;2067.747751;2848.204753;1144.721135;1157.584759;1782.668657;859.6145563;2322.147544;-335.6958627;5387.2034;232.9218411;1505.320034;927.6661914;2960.040417
2;residuo_espaco_amostral;02/01/2021;-917.8618352;886.8539663;452.7450621;-306.968699;155.8919063;1813.571451;624.8347489;2056.836603;2513.126196;1291.089806;2179.318803;845.2773428;500.3201254;1614.399686;841.1962493;-327.3365329;2233.832395;1383.857751;-358.1037965;2307.713037
2;residuo_espaco_amostral;03/01/2021;675.1834678;927.6099364;2810.144592;875.6053578;3338.915801;1294.655699;1116.499129;-415.6840065;1917.884259;2521.385393;2186.165877;3006.042677;2546.180277;1920.597279;279.4918167;-183.686276;462.392149;2303.670569;1206.215388;890.6705595
2;residuo_espaco_amostral;04/01/2021;4135.64534;2241.574157;765.9361836;936.2211119;693.6586492;1037.047586;752.8557063;342.130782;815.1515181;-3.72145496;1692.958549;1756.999218;730.9209693;-73.00736215;38.34161394;-306.9559498;284.5912721;972.7997278;1344.985187;926.0886915
2;residuo_espaco_amostral;05/01/2021;522.7010804;649.5016042;789.960522;350.4519134;975.2193443;363.3202813;300.3904181;505.0908498;613.8205353;706.9040817;468.1254085;467.9327765;1106.267987;363.2731892;518.2848971;410.9022698;-159.6807795;545.3006756;405.8968705;576.5351984
2;residuo_espaco_amostral;06/01/2021;421.5710992;93.91774279;560.6639193;192.6362706;473.790017;391.2468991;331.3900441;180.5673358;171.5543882;223.561269;612.0308858;84.04607089;152.0293836;23.39545778;589.3058551;112.4883647;679.5486015;45.88650495;18.12175896;155.3621293
2;residuo_espaco_amostral;07/01/2021;79.694996;-99.88581953;90.08665679;86.01194616;99.69101819;191.3268383;236.8043307;161.2670448;-63.20668396;24.90590428;-157.7118983;251.2253377;-4.99159262;362.579627;112.870529;107.8109423;375.1259507;281.57212;98.38009831;-6.232625213
2;residuo_espaco_amostral;08/01/2021;150.5762643;-64.99511623;-132.0277788;25.82148942;53.93382494;90.06230422;-90.56972151;-22.50799426;-19.26485609;-63.27017904;-59.71046783;91.49278133;62.4670455;-57.16123966;-30.20119967;103.5588115;39.84596111;18.16818194;-220.1525391;39.71514808
2;residuo_espaco_amostral;09/01/2021;-245.5024137;-52.5686667;-5.90545003;-116.3738005;357.9474503;-308.6403377;37.52476476;106.7212623;-20.47762941;182.4278496;34.90098508;-103.2093875;-395.2553156;-180.726583;-52.52163326;-179.6038546;175.9600944;-204.4990613;-231.3221196;-87.28209382
2;residuo_espaco_amostral;10/01/2021;284.7114291;-211.7403651;245.1514221;487.5066001;18.1505529;180.5642283;144.0485112;263.1604763;-41.15878137;-56.41773361;348.6598516;276.392703;754.7703241;477.389582;533.0554571;192.8466613;343.4923147;-109.6381813;177.099709;-104.91777
2;residuo_espaco_amostral;11/01/2021;654.3411262;444.1369015;360.1803418;285.3087426;856.686622;-270.6176058;-251.8214199;246.7508325;226.5259725;533.0404383;51.44053109;332.5677703;1477.171847;171.266419;-85.49315534;1638.107125;634.5090777;266.5005025;981.0792563;319.9987772
